year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2008,Texas,TX,Travis,48453.0,President,Other,,6716.0,397714,20191203
2008,Texas,TX,Trinity,48455.0,President,Barack Obama,democrat,1925.0,6077,20191203
2008,Texas,TX,Trinity,48455.0,President,John McCain,republican,4095.0,6077,20191203
2008,Texas,TX,Trinity,48455.0,President,Other,,57.0,6077,20191203
2008,Texas,TX,Tyler,48457.0,President,Barack Obama,democrat,2166.0,7910,20191203
2008,Texas,TX,Tyler,48457.0,President,John McCain,republican,5644.0,7910,20191203
2008,Texas,TX,Tyler,48457.0,President,Other,,100.0,7910,20191203
2008,Texas,TX,Upshur,48459.0,President,Barack Obama,democrat,3790.0,15164,20191203
2008,Texas,TX,Upshur,48459.0,President,John McCain,republican,11222.0,15164,20191203
2008,Texas,TX,Upshur,48459.0,President,Other,,152.0,15164,20191203
2008,Texas,TX,Upton,48461.0,President,Barack Obama,democrat,288.0,1197,20191203
2008,Texas,TX,Upton,48461.0,President,John McCain,republican,898.0,1197,20191203
2008,Texas,TX,Upton,48461.0,President,Other,,11.0,1197,20191203
2008,Texas,TX,Uvalde,48463.0,President,Barack Obama,democrat,4126.0,8766,20191203
2008,Texas,TX,Uvalde,48463.0,President,John McCain,republican,4590.0,8766,20191203
2008,Texas,TX,Uvalde,48463.0,President,Other,,50.0,8766,20191203
2008,Texas,TX,Val Verde,48465.0,President,Barack Obama,democrat,6982.0,12820,20191203
2008,Texas,TX,Val Verde,48465.0,President,John McCain,republican,5752.0,12820,20191203
2008,Texas,TX,Val Verde,48465.0,President,Other,,86.0,12820,20191203
2008,Texas,TX,Van Zandt,48467.0,President,Barack Obama,democrat,4505.0,20395,20191203
2008,Texas,TX,Van Zandt,48467.0,President,John McCain,republican,15734.0,20395,20191203
2008,Texas,TX,Van Zandt,48467.0,President,Other,,156.0,20395,20191203
2008,Texas,TX,Victoria,48469.0,President,Barack Obama,democrat,9832.0,29931,20191203
2008,Texas,TX,Victoria,48469.0,President,John McCain,republican,19878.0,29931,20191203
2008,Texas,TX,Victoria,48469.0,President,Other,,221.0,29931,20191203
2008,Texas,TX,Walker,48471.0,President,Barack Obama,democrat,7334.0,19146,20191203
2008,Texas,TX,Walker,48471.0,President,John McCain,republican,11623.0,19146,20191203
2008,Texas,TX,Walker,48471.0,President,Other,,189.0,19146,20191203
2008,Texas,TX,Waller,48473.0,President,Barack Obama,democrat,7153.0,15508,20191203
2008,Texas,TX,Waller,48473.0,President,John McCain,republican,8265.0,15508,20191203
2008,Texas,TX,Waller,48473.0,President,Other,,90.0,15508,20191203
2008,Texas,TX,Ward,48475.0,President,Barack Obama,democrat,899.0,3602,20191203
2008,Texas,TX,Ward,48475.0,President,John McCain,republican,2667.0,3602,20191203
2008,Texas,TX,Ward,48475.0,President,Other,,36.0,3602,20191203
2008,Texas,TX,Washington,48477.0,President,Barack Obama,democrat,4034.0,14377,20191203
2008,Texas,TX,Washington,48477.0,President,John McCain,republican,10176.0,14377,20191203
2008,Texas,TX,Washington,48477.0,President,Other,,167.0,14377,20191203
2008,Texas,TX,Webb,48479.0,President,Barack Obama,democrat,33452.0,46821,20191203
2008,Texas,TX,Webb,48479.0,President,John McCain,republican,13119.0,46821,20191203
2008,Texas,TX,Webb,48479.0,President,Other,,250.0,46821,20191203
2008,Texas,TX,Wharton,48481.0,President,Barack Obama,democrat,4937.0,14418,20191203
2008,Texas,TX,Wharton,48481.0,President,John McCain,republican,9431.0,14418,20191203
2008,Texas,TX,Wharton,48481.0,President,Other,,50.0,14418,20191203
2008,Texas,TX,Wheeler,48483.0,President,Barack Obama,democrat,314.0,2245,20191203
2008,Texas,TX,Wheeler,48483.0,President,John McCain,republican,1918.0,2245,20191203
2008,Texas,TX,Wheeler,48483.0,President,Other,,13.0,2245,20191203
