year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2000,Texas,TX,McMullen,48311.0,President,Ralph Nader,green,4.0,439,20191203
2000,Texas,TX,McMullen,48311.0,President,Other,,0.0,439,20191203
2000,Texas,TX,Madison,48313.0,President,Al Gore,democrat,1241.0,3623,20191203
2000,Texas,TX,Madison,48313.0,President,George W. Bush,republican,2333.0,3623,20191203
2000,Texas,TX,Madison,48313.0,President,Ralph Nader,green,27.0,3623,20191203
2000,Texas,TX,Madison,48313.0,President,Other,,22.0,3623,20191203
2000,Texas,TX,Marion,48315.0,President,Al Gore,democrat,1852.0,3930,20191203
2000,Texas,TX,Marion,48315.0,President,George W. Bush,republican,2039.0,3930,20191203
2000,Texas,TX,Marion,48315.0,President,Ralph Nader,green,31.0,3930,20191203
2000,Texas,TX,Marion,48315.0,President,Other,,8.0,3930,20191203
2000,Texas,TX,Martin,48317.0,President,Al Gore,democrat,415.0,1949,20191203
2000,Texas,TX,Martin,48317.0,President,George W. Bush,republican,1520.0,1949,20191203
2000,Texas,TX,Martin,48317.0,President,Ralph Nader,green,6.0,1949,20191203
2000,Texas,TX,Martin,48317.0,President,Other,,8.0,1949,20191203
2000,Texas,TX,Mason,48319.0,President,Al Gore,democrat,417.0,1801,20191203
2000,Texas,TX,Mason,48319.0,President,George W. Bush,republican,1352.0,1801,20191203
2000,Texas,TX,Mason,48319.0,President,Ralph Nader,green,18.0,1801,20191203
2000,Texas,TX,Mason,48319.0,President,Other,,14.0,1801,20191203
2000,Texas,TX,Matagorda,48321.0,President,Al Gore,democrat,4696.0,12459,20191203
2000,Texas,TX,Matagorda,48321.0,President,George W. Bush,republican,7584.0,12459,20191203
2000,Texas,TX,Matagorda,48321.0,President,Ralph Nader,green,141.0,12459,20191203
2000,Texas,TX,Matagorda,48321.0,President,Other,,38.0,12459,20191203
2000,Texas,TX,Maverick,48323.0,President,Al Gore,democrat,5995.0,9229,20191203
2000,Texas,TX,Maverick,48323.0,President,George W. Bush,republican,3143.0,9229,20191203
2000,Texas,TX,Maverick,48323.0,President,Ralph Nader,green,53.0,9229,20191203
2000,Texas,TX,Maverick,48323.0,President,Other,,38.0,9229,20191203
2000,Texas,TX,Medina,48325.0,President,Al Gore,democrat,4025.0,12873,20191203
2000,Texas,TX,Medina,48325.0,President,George W. Bush,republican,8590.0,12873,20191203
2000,Texas,TX,Medina,48325.0,President,Ralph Nader,green,171.0,12873,20191203
2000,Texas,TX,Medina,48325.0,President,Other,,87.0,12873,20191203
2000,Texas,TX,Menard,48327.0,President,Al Gore,democrat,334.0,990,20191203
2000,Texas,TX,Menard,48327.0,President,George W. Bush,republican,642.0,990,20191203
2000,Texas,TX,Menard,48327.0,President,Ralph Nader,green,9.0,990,20191203
2000,Texas,TX,Menard,48327.0,President,Other,,5.0,990,20191203
2000,Texas,TX,Midland,48329.0,President,Al Gore,democrat,7534.0,39740,20191203
2000,Texas,TX,Midland,48329.0,President,George W. Bush,republican,31514.0,39740,20191203
2000,Texas,TX,Midland,48329.0,President,Ralph Nader,green,475.0,39740,20191203
2000,Texas,TX,Midland,48329.0,President,Other,,217.0,39740,20191203
2000,Texas,TX,Milam,48331.0,President,Al Gore,democrat,3429.0,8269,20191203
2000,Texas,TX,Milam,48331.0,President,George W. Bush,republican,4706.0,8269,20191203
2000,Texas,TX,Milam,48331.0,President,Ralph Nader,green,84.0,8269,20191203
2000,Texas,TX,Milam,48331.0,President,Other,,50.0,8269,20191203
2000,Texas,TX,Mills,48333.0,President,Al Gore,democrat,548.0,2314,20191203
2000,Texas,TX,Mills,48333.0,President,George W. Bush,republican,1738.0,2314,20191203
2000,Texas,TX,Mills,48333.0,President,Ralph Nader,green,14.0,2314,20191203
2000,Texas,TX,Mills,48333.0,President,Other,,14.0,2314,20191203
2000,Texas,TX,Mitchell,48335.0,President,Al Gore,democrat,837.0,2574,20191203
2000,Texas,TX,Mitchell,48335.0,President,George W. Bush,republican,1708.0,2574,20191203
2000,Texas,TX,Mitchell,48335.0,President,Ralph Nader,green,20.0,2574,20191203
2000,Texas,TX,Mitchell,48335.0,President,Other,,9.0,2574,20191203
2000,Texas,TX,Montague,48337.0,President,Al Gore,democrat,2256.0,7330,20191203
2000,Texas,TX,Montague,48337.0,President,George W. Bush,republican,4951.0,7330,20191203
2000,Texas,TX,Montague,48337.0,President,Ralph Nader,green,66.0,7330,20191203
2000,Texas,TX,Montague,48337.0,President,Other,,57.0,7330,20191203
2000,Texas,TX,Montgomery,48339.0,President,Al Gore,democrat,23286.0,106213,20191203
2000,Texas,TX,Montgomery,48339.0,President,George W. Bush,republican,80600.0,106213,20191203
2000,Texas,TX,Montgomery,48339.0,President,Ralph Nader,green,1825.0,106213,20191203
2000,Texas,TX,Montgomery,48339.0,President,Other,,502.0,106213,20191203
2000,Texas,TX,Moore,48341.0,President,Al Gore,democrat,1040.0,5290,20191203
2000,Texas,TX,Moore,48341.0,President,George W. Bush,republican,4201.0,5290,20191203
2000,Texas,TX,Moore,48341.0,President,Ralph Nader,green,24.0,5290,20191203
2000,Texas,TX,Moore,48341.0,President,Other,,25.0,5290,20191203
2000,Texas,TX,Morris,48343.0,President,Al Gore,democrat,2455.0,4889,20191203
2000,Texas,TX,Morris,48343.0,President,George W. Bush,republican,2381.0,4889,20191203
2000,Texas,TX,Morris,48343.0,President,Ralph Nader,green,31.0,4889,20191203
2000,Texas,TX,Morris,48343.0,President,Other,,22.0,4889,20191203
2000,Texas,TX,Motley,48345.0,President,Al Gore,democrat,118.0,642,20191203
2000,Texas,TX,Motley,48345.0,President,George W. Bush,republican,514.0,642,20191203
2000,Texas,TX,Motley,48345.0,President,Ralph Nader,green,5.0,642,20191203
2000,Texas,TX,Motley,48345.0,President,Other,,5.0,642,20191203
2000,Texas,TX,Nacogdoches,48347.0,President,Al Gore,democrat,6204.0,19799,20191203
2000,Texas,TX,Nacogdoches,48347.0,President,George W. Bush,republican,13145.0,19799,20191203
2000,Texas,TX,Nacogdoches,48347.0,President,Ralph Nader,green,387.0,19799,20191203
2000,Texas,TX,Nacogdoches,48347.0,President,Other,,63.0,19799,20191203
2000,Texas,TX,Navarro,48349.0,President,Al Gore,democrat,5366.0,13890,20191203
2000,Texas,TX,Navarro,48349.0,President,George W. Bush,republican,8358.0,13890,20191203
2000,Texas,TX,Navarro,48349.0,President,Ralph Nader,green,105.0,13890,20191203
2000,Texas,TX,Navarro,48349.0,President,Other,,61.0,13890,20191203
2000,Texas,TX,Newton,48351.0,President,Al Gore,democrat,2503.0,4990,20191203
2000,Texas,TX,Newton,48351.0,President,George W. Bush,republican,2423.0,4990,20191203
2000,Texas,TX,Newton,48351.0,President,Ralph Nader,green,38.0,4990,20191203
2000,Texas,TX,Newton,48351.0,President,Other,,26.0,4990,20191203
2000,Texas,TX,Nolan,48353.0,President,Al Gore,democrat,1874.0,5312,20191203
2000,Texas,TX,Nolan,48353.0,President,George W. Bush,republican,3337.0,5312,20191203
2000,Texas,TX,Nolan,48353.0,President,Ralph Nader,green,60.0,5312,20191203
2000,Texas,TX,Nolan,48353.0,President,Other,,41.0,5312,20191203
2000,Texas,TX,Nueces,48355.0,President,Al Gore,democrat,45349.0,97326,20191203
2000,Texas,TX,Nueces,48355.0,President,George W. Bush,republican,49906.0,97326,20191203
2000,Texas,TX,Nueces,48355.0,President,Ralph Nader,green,1574.0,97326,20191203
2000,Texas,TX,Nueces,48355.0,President,Other,,497.0,97326,20191203
2000,Texas,TX,Ochiltree,48357.0,President,Al Gore,democrat,251.0,2962,20191203
2000,Texas,TX,Ochiltree,48357.0,President,George W. Bush,republican,2687.0,2962,20191203
2000,Texas,TX,Ochiltree,48357.0,President,Ralph Nader,green,19.0,2962,20191203
2000,Texas,TX,Ochiltree,48357.0,President,Other,,5.0,2962,20191203
2000,Texas,TX,Oldham,48359.0,President,Al Gore,democrat,108.0,774,20191203
2000,Texas,TX,Oldham,48359.0,President,George W. Bush,republican,659.0,774,20191203
2000,Texas,TX,Oldham,48359.0,President,Ralph Nader,green,6.0,774,20191203
2000,Texas,TX,Oldham,48359.0,President,Other,,1.0,774,20191203
2000,Texas,TX,Orange,48361.0,President,Al Gore,democrat,11887.0,29654,20191203
2000,Texas,TX,Orange,48361.0,President,George W. Bush,republican,17325.0,29654,20191203
2000,Texas,TX,Orange,48361.0,President,Ralph Nader,green,290.0,29654,20191203
2000,Texas,TX,Orange,48361.0,President,Other,,152.0,29654,20191203
2000,Texas,TX,Palo Pinto,48363.0,President,Al Gore,democrat,3263.0,9118,20191203
2000,Texas,TX,Palo Pinto,48363.0,President,George W. Bush,republican,5690.0,9118,20191203
2000,Texas,TX,Palo Pinto,48363.0,President,Ralph Nader,green,86.0,9118,20191203
2000,Texas,TX,Palo Pinto,48363.0,President,Other,,79.0,9118,20191203
2000,Texas,TX,Panola,48365.0,President,Al Gore,democrat,3011.0,9074,20191203
2000,Texas,TX,Panola,48365.0,President,George W. Bush,republican,5975.0,9074,20191203
2000,Texas,TX,Panola,48365.0,President,Ralph Nader,green,50.0,9074,20191203
2000,Texas,TX,Panola,48365.0,President,Other,,38.0,9074,20191203
2000,Texas,TX,Parker,48367.0,President,Al Gore,democrat,8878.0,33225,20191203
2000,Texas,TX,Parker,48367.0,President,George W. Bush,republican,23651.0,33225,20191203
2000,Texas,TX,Parker,48367.0,President,Ralph Nader,green,485.0,33225,20191203
2000,Texas,TX,Parker,48367.0,President,Other,,211.0,33225,20191203
2000,Texas,TX,Parmer,48369.0,President,Al Gore,democrat,447.0,2744,20191203
2000,Texas,TX,Parmer,48369.0,President,George W. Bush,republican,2274.0,2744,20191203
2000,Texas,TX,Parmer,48369.0,President,Ralph Nader,green,15.0,2744,20191203
2000,Texas,TX,Parmer,48369.0,President,Other,,8.0,2744,20191203
2000,Texas,TX,Pecos,48371.0,President,Al Gore,democrat,1539.0,4303,20191203
2000,Texas,TX,Pecos,48371.0,President,George W. Bush,republican,2700.0,4303,20191203
2000,Texas,TX,Pecos,48371.0,President,Ralph Nader,green,44.0,4303,20191203
2000,Texas,TX,Pecos,48371.0,President,Other,,20.0,4303,20191203
2000,Texas,TX,Polk,48373.0,President,Al Gore,democrat,6877.0,18994,20191203
2000,Texas,TX,Polk,48373.0,President,George W. Bush,republican,11746.0,18994,20191203
2000,Texas,TX,Polk,48373.0,President,Ralph Nader,green,259.0,18994,20191203
2000,Texas,TX,Polk,48373.0,President,Other,,112.0,18994,20191203
2000,Texas,TX,Potter,48375.0,President,Al Gore,democrat,7242.0,25376,20191203
2000,Texas,TX,Potter,48375.0,President,George W. Bush,republican,17629.0,25376,20191203
2000,Texas,TX,Potter,48375.0,President,Ralph Nader,green,362.0,25376,20191203
2000,Texas,TX,Potter,48375.0,President,Other,,143.0,25376,20191203
2000,Texas,TX,Presidio,48377.0,President,Al Gore,democrat,1064.0,1757,20191203
2000,Texas,TX,Presidio,48377.0,President,George W. Bush,republican,618.0,1757,20191203
2000,Texas,TX,Presidio,48377.0,President,Ralph Nader,green,65.0,1757,20191203
2000,Texas,TX,Presidio,48377.0,President,Other,,10.0,1757,20191203
2000,Texas,TX,Rains,48379.0,President,Al Gore,democrat,1225.0,3333,20191203
2000,Texas,TX,Rains,48379.0,President,George W. Bush,republican,2049.0,3333,20191203
2000,Texas,TX,Rains,48379.0,President,Ralph Nader,green,34.0,3333,20191203
2000,Texas,TX,Rains,48379.0,President,Other,,25.0,3333,20191203
2000,Texas,TX,Randall,48381.0,President,Al Gore,democrat,7209.0,41790,20191203
2000,Texas,TX,Randall,48381.0,President,George W. Bush,republican,33921.0,41790,20191203
2000,Texas,TX,Randall,48381.0,President,Ralph Nader,green,448.0,41790,20191203
2000,Texas,TX,Randall,48381.0,President,Other,,212.0,41790,20191203
2000,Texas,TX,Reagan,48383.0,President,Al Gore,democrat,282.0,1255,20191203
2000,Texas,TX,Reagan,48383.0,President,George W. Bush,republican,959.0,1255,20191203
2000,Texas,TX,Reagan,48383.0,President,Ralph Nader,green,6.0,1255,20191203
2000,Texas,TX,Reagan,48383.0,President,Other,,8.0,1255,20191203
2000,Texas,TX,Real,48385.0,President,Al Gore,democrat,316.0,1490,20191203
2000,Texas,TX,Real,48385.0,President,George W. Bush,republican,1146.0,1490,20191203
2000,Texas,TX,Real,48385.0,President,Ralph Nader,green,16.0,1490,20191203
2000,Texas,TX,Real,48385.0,President,Other,,12.0,1490,20191203
2000,Texas,TX,Red River,48387.0,President,Al Gore,democrat,2219.0,5202,20191203
2000,Texas,TX,Red River,48387.0,President,George W. Bush,republican,2941.0,5202,20191203
2000,Texas,TX,Red River,48387.0,President,Ralph Nader,green,19.0,5202,20191203
2000,Texas,TX,Red River,48387.0,President,Other,,23.0,5202,20191203
2000,Texas,TX,Reeves,48389.0,President,Al Gore,democrat,1872.0,3176,20191203
2000,Texas,TX,Reeves,48389.0,President,George W. Bush,republican,1273.0,3176,20191203
2000,Texas,TX,Reeves,48389.0,President,Ralph Nader,green,22.0,3176,20191203
2000,Texas,TX,Reeves,48389.0,President,Other,,9.0,3176,20191203
2000,Texas,TX,Refugio,48391.0,President,Al Gore,democrat,1172.0,2921,20191203
2000,Texas,TX,Refugio,48391.0,President,George W. Bush,republican,1721.0,2921,20191203
2000,Texas,TX,Refugio,48391.0,President,Ralph Nader,green,22.0,2921,20191203
2000,Texas,TX,Refugio,48391.0,President,Other,,6.0,2921,20191203
2000,Texas,TX,Roberts,48393.0,President,Al Gore,democrat,72.0,549,20191203
2000,Texas,TX,Roberts,48393.0,President,George W. Bush,republican,472.0,549,20191203
2000,Texas,TX,Roberts,48393.0,President,Ralph Nader,green,3.0,549,20191203
2000,Texas,TX,Roberts,48393.0,President,Other,,2.0,549,20191203
2000,Texas,TX,Robertson,48395.0,President,Al Gore,democrat,3283.0,6369,20191203
2000,Texas,TX,Robertson,48395.0,President,George W. Bush,republican,3007.0,6369,20191203
2000,Texas,TX,Robertson,48395.0,President,Ralph Nader,green,41.0,6369,20191203
2000,Texas,TX,Robertson,48395.0,President,Other,,38.0,6369,20191203
2000,Texas,TX,Rockwall,48397.0,President,Al Gore,democrat,3642.0,17652,20191203
2000,Texas,TX,Rockwall,48397.0,President,George W. Bush,republican,13666.0,17652,20191203
2000,Texas,TX,Rockwall,48397.0,President,Ralph Nader,green,231.0,17652,20191203
2000,Texas,TX,Rockwall,48397.0,President,Other,,113.0,17652,20191203
2000,Texas,TX,Runnels,48399.0,President,Al Gore,democrat,969.0,4046,20191203
2000,Texas,TX,Runnels,48399.0,President,George W. Bush,republican,3020.0,4046,20191203
2000,Texas,TX,Runnels,48399.0,President,Ralph Nader,green,31.0,4046,20191203
2000,Texas,TX,Runnels,48399.0,President,Other,,26.0,4046,20191203
2000,Texas,TX,Rusk,48401.0,President,Al Gore,democrat,4841.0,16633,20191203
2000,Texas,TX,Rusk,48401.0,President,George W. Bush,republican,11611.0,16633,20191203
2000,Texas,TX,Rusk,48401.0,President,Ralph Nader,green,112.0,16633,20191203
2000,Texas,TX,Rusk,48401.0,President,Other,,69.0,16633,20191203
2000,Texas,TX,Sabine,48403.0,President,Al Gore,democrat,1753.0,4591,20191203
2000,Texas,TX,Sabine,48403.0,President,George W. Bush,republican,2764.0,4591,20191203
2000,Texas,TX,Sabine,48403.0,President,Ralph Nader,green,40.0,4591,20191203
2000,Texas,TX,Sabine,48403.0,President,Other,,34.0,4591,20191203
2000,Texas,TX,San Augustine,48405.0,President,Al Gore,democrat,1636.0,3805,20191203
2000,Texas,TX,San Augustine,48405.0,President,George W. Bush,republican,2116.0,3805,20191203
2000,Texas,TX,San Augustine,48405.0,President,Ralph Nader,green,34.0,3805,20191203
2000,Texas,TX,San Augustine,48405.0,President,Other,,19.0,3805,20191203
2000,Texas,TX,San Jacinto,48407.0,President,Al Gore,democrat,2946.0,7714,20191203
2000,Texas,TX,San Jacinto,48407.0,President,George W. Bush,republican,4623.0,7714,20191203
2000,Texas,TX,San Jacinto,48407.0,President,Ralph Nader,green,103.0,7714,20191203
2000,Texas,TX,San Jacinto,48407.0,President,Other,,42.0,7714,20191203
2000,Texas,TX,San Patricio,48409.0,President,Al Gore,democrat,7840.0,18699,20191203
2000,Texas,TX,San Patricio,48409.0,President,George W. Bush,republican,10599.0,18699,20191203
2000,Texas,TX,San Patricio,48409.0,President,Ralph Nader,green,179.0,18699,20191203
2000,Texas,TX,San Patricio,48409.0,President,Other,,81.0,18699,20191203
2000,Texas,TX,San Saba,48411.0,President,Al Gore,democrat,618.0,2333,20191203
2000,Texas,TX,San Saba,48411.0,President,George W. Bush,republican,1691.0,2333,20191203
2000,Texas,TX,San Saba,48411.0,President,Ralph Nader,green,12.0,2333,20191203
2000,Texas,TX,San Saba,48411.0,President,Other,,12.0,2333,20191203
2000,Texas,TX,Schleicher,48413.0,President,Al Gore,democrat,338.0,1173,20191203
2000,Texas,TX,Schleicher,48413.0,President,George W. Bush,republican,826.0,1173,20191203
2000,Texas,TX,Schleicher,48413.0,President,Ralph Nader,green,4.0,1173,20191203
2000,Texas,TX,Schleicher,48413.0,President,Other,,5.0,1173,20191203
2000,Texas,TX,Scurry,48415.0,President,Al Gore,democrat,1193.0,5326,20191203
2000,Texas,TX,Scurry,48415.0,President,George W. Bush,republican,4060.0,5326,20191203
2000,Texas,TX,Scurry,48415.0,President,Ralph Nader,green,45.0,5326,20191203
2000,Texas,TX,Scurry,48415.0,President,Other,,28.0,5326,20191203
2000,Texas,TX,Shackelford,48417.0,President,Al Gore,democrat,264.0,1347,20191203
2000,Texas,TX,Shackelford,48417.0,President,George W. Bush,republican,1066.0,1347,20191203
2000,Texas,TX,Shackelford,48417.0,President,Ralph Nader,green,9.0,1347,20191203
2000,Texas,TX,Shackelford,48417.0,President,Other,,8.0,1347,20191203
2000,Texas,TX,Shelby,48419.0,President,Al Gore,democrat,3227.0,9005,20191203
2000,Texas,TX,Shelby,48419.0,President,George W. Bush,republican,5692.0,9005,20191203
2000,Texas,TX,Shelby,48419.0,President,Ralph Nader,green,55.0,9005,20191203
2000,Texas,TX,Shelby,48419.0,President,Other,,31.0,9005,20191203
2000,Texas,TX,Sherman,48421.0,President,Al Gore,democrat,144.0,1163,20191203
2000,Texas,TX,Sherman,48421.0,President,George W. Bush,republican,998.0,1163,20191203
2000,Texas,TX,Sherman,48421.0,President,Ralph Nader,green,11.0,1163,20191203
2000,Texas,TX,Sherman,48421.0,President,Other,,10.0,1163,20191203
2000,Texas,TX,Smith,48423.0,President,Al Gore,democrat,16470.0,60624,20191203
2000,Texas,TX,Smith,48423.0,President,George W. Bush,republican,43320.0,60624,20191203
2000,Texas,TX,Smith,48423.0,President,Ralph Nader,green,548.0,60624,20191203
2000,Texas,TX,Smith,48423.0,President,Other,,286.0,60624,20191203
2000,Texas,TX,Somervell,48425.0,President,Al Gore,democrat,752.0,2918,20191203
2000,Texas,TX,Somervell,48425.0,President,George W. Bush,republican,2120.0,2918,20191203
2000,Texas,TX,Somervell,48425.0,President,Ralph Nader,green,37.0,2918,20191203
2000,Texas,TX,Somervell,48425.0,President,Other,,9.0,2918,20191203
2000,Texas,TX,Starr,48427.0,President,Al Gore,democrat,6505.0,8464,20191203
2000,Texas,TX,Starr,48427.0,President,George W. Bush,republican,1911.0,8464,20191203
2000,Texas,TX,Starr,48427.0,President,Ralph Nader,green,19.0,8464,20191203
2000,Texas,TX,Starr,48427.0,President,Other,,29.0,8464,20191203
2000,Texas,TX,Stephens,48429.0,President,Al Gore,democrat,811.0,3291,20191203
2000,Texas,TX,Stephens,48429.0,President,George W. Bush,republican,2425.0,3291,20191203
2000,Texas,TX,Stephens,48429.0,President,Ralph Nader,green,32.0,3291,20191203
2000,Texas,TX,Stephens,48429.0,President,Other,,23.0,3291,20191203
2000,Texas,TX,Sterling,48431.0,President,Al Gore,democrat,132.0,659,20191203
2000,Texas,TX,Sterling,48431.0,President,George W. Bush,republican,520.0,659,20191203
2000,Texas,TX,Sterling,48431.0,President,Ralph Nader,green,3.0,659,20191203
2000,Texas,TX,Sterling,48431.0,President,Other,,4.0,659,20191203
2000,Texas,TX,Stonewall,48433.0,President,Al Gore,democrat,294.0,799,20191203
2000,Texas,TX,Stonewall,48433.0,President,George W. Bush,republican,496.0,799,20191203
2000,Texas,TX,Stonewall,48433.0,President,Ralph Nader,green,7.0,799,20191203
2000,Texas,TX,Stonewall,48433.0,President,Other,,2.0,799,20191203
2000,Texas,TX,Sutton,48435.0,President,Al Gore,democrat,468.0,1540,20191203
2000,Texas,TX,Sutton,48435.0,President,George W. Bush,republican,1063.0,1540,20191203
2000,Texas,TX,Sutton,48435.0,President,Ralph Nader,green,6.0,1540,20191203
2000,Texas,TX,Sutton,48435.0,President,Other,,3.0,1540,20191203
2000,Texas,TX,Swisher,48437.0,President,Al Gore,democrat,856.0,2501,20191203
2000,Texas,TX,Swisher,48437.0,President,George W. Bush,republican,1612.0,2501,20191203
2000,Texas,TX,Swisher,48437.0,President,Ralph Nader,green,20.0,2501,20191203
2000,Texas,TX,Swisher,48437.0,President,Other,,13.0,2501,20191203
2000,Texas,TX,Tarrant,48439.0,President,Al Gore,democrat,173758.0,472389,20191203
2000,Texas,TX,Tarrant,48439.0,President,George W. Bush,republican,286921.0,472389,20191203
2000,Texas,TX,Tarrant,48439.0,President,Ralph Nader,green,8808.0,472389,20191203
2000,Texas,TX,Tarrant,48439.0,President,Other,,2902.0,472389,20191203
2000,Texas,TX,Taylor,48441.0,President,Al Gore,democrat,10504.0,43020,20191203
2000,Texas,TX,Taylor,48441.0,President,George W. Bush,republican,31701.0,43020,20191203
2000,Texas,TX,Taylor,48441.0,President,Ralph Nader,green,589.0,43020,20191203
2000,Texas,TX,Taylor,48441.0,President,Other,,226.0,43020,20191203
2000,Texas,TX,Terrell,48443.0,President,Al Gore,democrat,219.0,477,20191203
2000,Texas,TX,Terrell,48443.0,President,George W. Bush,republican,243.0,477,20191203
2000,Texas,TX,Terrell,48443.0,President,Ralph Nader,green,7.0,477,20191203
2000,Texas,TX,Terrell,48443.0,President,Other,,8.0,477,20191203
2000,Texas,TX,Terry,48445.0,President,Al Gore,democrat,1108.0,4054,20191203
2000,Texas,TX,Terry,48445.0,President,George W. Bush,republican,2910.0,4054,20191203
2000,Texas,TX,Terry,48445.0,President,Ralph Nader,green,18.0,4054,20191203
2000,Texas,TX,Terry,48445.0,President,Other,,18.0,4054,20191203
2000,Texas,TX,Throckmorton,48447.0,President,Al Gore,democrat,228.0,842,20191203
2000,Texas,TX,Throckmorton,48447.0,President,George W. Bush,republican,608.0,842,20191203
2000,Texas,TX,Throckmorton,48447.0,President,Ralph Nader,green,4.0,842,20191203
2000,Texas,TX,Throckmorton,48447.0,President,Other,,2.0,842,20191203
2000,Texas,TX,Titus,48449.0,President,Al Gore,democrat,3008.0,8103,20191203
2000,Texas,TX,Titus,48449.0,President,George W. Bush,republican,4995.0,8103,20191203
2000,Texas,TX,Titus,48449.0,President,Ralph Nader,green,65.0,8103,20191203
2000,Texas,TX,Titus,48449.0,President,Other,,35.0,8103,20191203
2000,Texas,TX,Tom Green,48451.0,President,Al Gore,democrat,9288.0,34626,20191203
2000,Texas,TX,Tom Green,48451.0,President,George W. Bush,republican,24733.0,34626,20191203
2000,Texas,TX,Tom Green,48451.0,President,Ralph Nader,green,454.0,34626,20191203
2000,Texas,TX,Tom Green,48451.0,President,Other,,151.0,34626,20191203
2000,Texas,TX,Travis,48453.0,President,Al Gore,democrat,125526.0,301263,20191203
2000,Texas,TX,Travis,48453.0,President,George W. Bush,republican,141235.0,301263,20191203
2000,Texas,TX,Travis,48453.0,President,Ralph Nader,green,31243.0,301263,20191203
2000,Texas,TX,Travis,48453.0,President,Other,,3259.0,301263,20191203
2000,Texas,TX,Trinity,48455.0,President,Al Gore,democrat,2142.0,5297,20191203
2000,Texas,TX,Trinity,48455.0,President,George W. Bush,republican,3093.0,5297,20191203
2000,Texas,TX,Trinity,48455.0,President,Ralph Nader,green,40.0,5297,20191203
2000,Texas,TX,Trinity,48455.0,President,Other,,22.0,5297,20191203
2000,Texas,TX,Tyler,48457.0,President,Al Gore,democrat,2775.0,7116,20191203
2000,Texas,TX,Tyler,48457.0,President,George W. Bush,republican,4236.0,7116,20191203
2000,Texas,TX,Tyler,48457.0,President,Ralph Nader,green,65.0,7116,20191203
2000,Texas,TX,Tyler,48457.0,President,Other,,40.0,7116,20191203
2000,Texas,TX,Upshur,48459.0,President,Al Gore,democrat,4180.0,12808,20191203
2000,Texas,TX,Upshur,48459.0,President,George W. Bush,republican,8448.0,12808,20191203
2000,Texas,TX,Upshur,48459.0,President,Ralph Nader,green,116.0,12808,20191203
2000,Texas,TX,Upshur,48459.0,President,Other,,64.0,12808,20191203
2000,Texas,TX,Upton,48461.0,President,Al Gore,democrat,266.0,1273,20191203
2000,Texas,TX,Upton,48461.0,President,George W. Bush,republican,982.0,1273,20191203
2000,Texas,TX,Upton,48461.0,President,Ralph Nader,green,11.0,1273,20191203
2000,Texas,TX,Upton,48461.0,President,Other,,14.0,1273,20191203
2000,Texas,TX,Uvalde,48463.0,President,Al Gore,democrat,3436.0,8420,20191203
2000,Texas,TX,Uvalde,48463.0,President,George W. Bush,republican,4855.0,8420,20191203
2000,Texas,TX,Uvalde,48463.0,President,Ralph Nader,green,36.0,8420,20191203
2000,Texas,TX,Uvalde,48463.0,President,Other,,93.0,8420,20191203
2000,Texas,TX,Val Verde,48465.0,President,Al Gore,democrat,5056.0,11474,20191203
2000,Texas,TX,Val Verde,48465.0,President,George W. Bush,republican,6223.0,11474,20191203
2000,Texas,TX,Val Verde,48465.0,President,Ralph Nader,green,129.0,11474,20191203
2000,Texas,TX,Val Verde,48465.0,President,Other,,66.0,11474,20191203
2000,Texas,TX,Van Zandt,48467.0,President,Al Gore,democrat,5245.0,17891,20191203
2000,Texas,TX,Van Zandt,48467.0,President,George W. Bush,republican,12383.0,17891,20191203
2000,Texas,TX,Van Zandt,48467.0,President,Ralph Nader,green,141.0,17891,20191203
2000,Texas,TX,Van Zandt,48467.0,President,Other,,122.0,17891,20191203
2000,Texas,TX,Victoria,48469.0,President,Al Gore,democrat,8176.0,27408,20191203
2000,Texas,TX,Victoria,48469.0,President,George W. Bush,republican,18787.0,27408,20191203
2000,Texas,TX,Victoria,48469.0,President,Ralph Nader,green,215.0,27408,20191203
2000,Texas,TX,Victoria,48469.0,President,Other,,230.0,27408,20191203
2000,Texas,TX,Walker,48471.0,President,Al Gore,democrat,4943.0,14374,20191203
2000,Texas,TX,Walker,48471.0,President,George W. Bush,republican,9076.0,14374,20191203
2000,Texas,TX,Walker,48471.0,President,Ralph Nader,green,274.0,14374,20191203
2000,Texas,TX,Walker,48471.0,President,Other,,81.0,14374,20191203
2000,Texas,TX,Waller,48473.0,President,Al Gore,democrat,5046.0,10858,20191203
2000,Texas,TX,Waller,48473.0,President,George W. Bush,republican,5686.0,10858,20191203
2000,Texas,TX,Waller,48473.0,President,Ralph Nader,green,95.0,10858,20191203
2000,Texas,TX,Waller,48473.0,President,Other,,31.0,10858,20191203
2000,Texas,TX,Ward,48475.0,President,Al Gore,democrat,1256.0,3874,20191203
2000,Texas,TX,Ward,48475.0,President,George W. Bush,republican,2534.0,3874,20191203
2000,Texas,TX,Ward,48475.0,President,Ralph Nader,green,58.0,3874,20191203
2000,Texas,TX,Ward,48475.0,President,Other,,26.0,3874,20191203
2000,Texas,TX,Washington,48477.0,President,Al Gore,democrat,2996.0,11809,20191203
2000,Texas,TX,Washington,48477.0,President,George W. Bush,republican,8645.0,11809,20191203
2000,Texas,TX,Washington,48477.0,President,Ralph Nader,green,133.0,11809,20191203
2000,Texas,TX,Washington,48477.0,President,Other,,35.0,11809,20191203
